date,min_temperature
2019-01-17,-4.466666666666667
2019-01-18,-10.133333333333333
2019-01-19,-9.5
2019-01-20,-10.666666666666666
2019-01-21,-19.533333333333335
2019-01-22,-21.766666666666666
2019-01-23,-16.066666666666666
2019-01-24,-19.633333333333336
2019-01-25,-19.033333333333335
2019-01-26,-12.366666666666667
2019-01-27,-18.4
2019-01-28,-16.166666666666668
2019-01-29,-10.266666666666667
2019-01-30,-7.666666666666667
2019-01-31,-12.133333333333333
2019-02-01,-5.7
2019-02-02,-1.1
2019-02-03,0.2
2019-02-04,-4.366666666666666
2019-02-05,-3.7000000000000006
2019-02-06,-12.1
2019-02-07,-12.133333333333333
2019-02-08,-1.3333333333333333
2019-02-09,0.5666666666666668
2019-02-10,1.2333333333333334
2019-02-11,0.0333333333333333
2019-02-12,-3.8333333333333335
2019-02-13,-5.966666666666666
2019-02-14,-0.6999999999999998
2019-02-15,1.9333333333333331
2019-02-16,0.8000000000000002
2019-02-17,-4.533333333333333
2019-02-18,-7.033333333333334
2019-02-19,-0.2666666666666666
2019-02-20,-4.466666666666667
2019-02-21,-10.766666666666666
2019-02-22,-11.533333333333331
2019-02-23,-10.633333333333333
2019-02-24,0.6
2019-02-25,0.4333333333333333
2019-02-26,-3.266666666666667
2019-02-27,-3.6666666666666665
2019-02-28,-3.466666666666667
2019-03-01,-10.766666666666666
2019-03-02,-11.366666666666667
2019-03-03,-3.1
2019-03-04,-3.2999999999999994
2019-03-05,-6.466666666666666
2019-03-06,-11.466666666666669
2019-03-07,-6.733333333333334
2019-03-08,0.3999999999999999
2019-03-09,-0.6333333333333333
2019-03-10,-2.6666666666666665
2019-03-11,-6.400000000000001
2019-03-12,-6.033333333333334
2019-03-13,-3.2999999999999994
2019-03-14,-1.8999999999999997
2019-03-15,1.0333333333333334
2019-03-16,0.6999999999999998
2019-03-17,0.5
2019-03-18,-0.6666666666666666
2019-03-19,-0.4666666666666666
2019-03-20,0.1333333333333333
2019-03-21,1.2999999999999998
2019-03-22,-3.2000000000000006
2019-03-23,-4.0
2019-03-24,0.1666666666666666
2019-03-25,-2.1333333333333333
2019-03-26,-3.5
2019-03-27,-6.366666666666667
2019-03-28,-3.3333333333333335
2019-03-29,2.1666666666666665
2019-03-30,2.766666666666666
2019-03-31,-0.7333333333333334
2019-04-01,-3.8
2019-04-02,-4.566666666666666
2019-04-03,-3.5
2019-04-04,-2.4
2019-04-05,-2.7000000000000006
2019-04-06,-3.6
2019-04-07,-0.8000000000000002
2019-04-08,2.1
2019-04-09,0.1666666666666666
2019-04-10,-0.6999999999999998
2019-04-11,-1.1666666666666667
2019-04-12,-3.433333333333333
2019-04-13,-4.833333333333333
2019-04-14,-2.4333333333333336
2019-04-15,-2.9
2019-04-16,-2.433333333333333
2019-04-17,-2.333333333333333
2019-04-18,-2.466666666666667
2019-04-19,-2.733333333333333
2019-04-20,4.433333333333334
2019-04-21,-0.1666666666666666
2019-04-22,-1.7
2019-04-23,1.4666666666666668
2019-04-24,1.3
2019-04-25,2.6333333333333333
2019-04-26,5.5
2019-04-27,7.433333333333334
2019-04-28,3.5333333333333337
2019-04-29,-0.4333333333333333
2019-04-30,-1.5
2019-05-01,-2.7000000000000006
2019-05-02,2.7000000000000006
2019-05-03,-0.2666666666666666
2019-05-04,-2.5666666666666664
2019-05-05,-1.3
2019-05-06,-2.2333333333333334
2019-05-07,-1.2333333333333332
2019-05-08,-1.8666666666666665
2019-05-09,-2.0
2019-05-10,5.3999999999999995
2019-05-11,3.3666666666666667
2019-05-12,6.933333333333334
2019-05-13,6.933333333333334
2019-05-14,0.7000000000000001
2019-05-15,-0.8666666666666667
2019-05-16,-0.0666666666666666
2019-05-17,1.8
2019-05-18,2.3333333333333335
2019-05-19,7.7
2019-05-20,10.833333333333334
2019-05-21,12.633333333333333
2019-05-22,11.366666666666667
2019-05-23,9.533333333333331
2019-05-24,8.766666666666667
2019-05-25,10.266666666666667
2019-05-26,6.8
2019-05-27,6.0
2019-05-28,8.233333333333333
2019-05-29,6.0
2019-05-30,3.266666666666667
2019-05-31,4.233333333333333
2019-06-01,2.4333333333333336
2019-06-02,5.8
2019-06-03,5.0
2019-06-04,9.633333333333333
2019-06-05,11.333333333333334
2019-06-06,13.566666666666668
2019-06-07,15.633333333333333
2019-06-08,15.699999999999998
2019-06-09,8.533333333333333
2019-06-10,7.233333333333333
2019-06-11,13.199999999999998
2019-06-12,14.366666666666667
2019-06-13,13.966666666666669
2019-06-14,13.0
2019-06-15,11.233333333333334
2019-06-16,9.566666666666668
2019-06-17,11.533333333333331
2019-06-18,9.433333333333334
2019-06-19,9.7
2019-06-20,12.966666666666669
2019-06-21,16.2
2019-06-22,8.066666666666665
2019-06-23,6.933333333333334
2019-06-24,7.8
2019-06-25,6.533333333333334
2019-06-26,12.9
2019-06-27,11.1
2019-06-28,9.933333333333334
2019-06-29,7.766666666666667
2019-06-30,11.800000000000002
2019-07-01,14.9
2019-07-05,8.8
2019-07-06,8.833333333333334
2019-07-07,9.9
2019-07-08,9.966666666666669
2019-07-09,9.166666666666666
2019-07-10,9.633333333333333
2019-07-11,6.8
2019-07-12,4.833333333333333
2019-07-13,7.1000000000000005
2019-07-14,8.566666666666668
2019-07-15,7.3
2019-07-16,8.733333333333333
2019-07-17,10.233333333333333
2019-07-18,12.166666666666666
2019-07-19,14.1
2019-07-20,10.633333333333333
2019-07-21,9.366666666666667
2019-07-22,11.5
2019-07-23,11.233333333333334
2019-07-24,10.166666666666666
2019-07-25,15.3
2019-07-26,13.666666666666666
